datetime,SNOTEL:SNWD_D,qualifiers,censor_code,date_time_utc,method_id,method_code,source_code,quality_control_level_code
2009-10-16,2.0,V,nc,2009-10-16T00:00:00,0,0,1,1
2009-10-17,2.0,V,nc,2009-10-17T00:00:00,0,0,1,1
2009-10-18,2.0,V,nc,2009-10-18T00:00:00,0,0,1,1
2009-10-19,2.0,V,nc,2009-10-19T00:00:00,0,0,1,1
2009-10-20,2.0,V,nc,2009-10-20T00:00:00,0,0,1,1
2009-10-21,1.0,V,nc,2009-10-21T00:00:00,0,0,1,1
2009-10-22,1.0,V,nc,2009-10-22T00:00:00,0,0,1,1
2009-10-23,1.0,V,nc,2009-10-23T00:00:00,0,0,1,1
2009-10-24,2.0,V,nc,2009-10-24T00:00:00,0,0,1,1
2009-10-25,0.0,E,nc,2009-10-25T00:00:00,0,0,1,1
2009-10-26,4.0,V,nc,2009-10-26T00:00:00,0,0,1,1
2009-10-27,13.0,V,nc,2009-10-27T00:00:00,0,0,1,1
2009-10-28,12.0,V,nc,2009-10-28T00:00:00,0,0,1,1
2009-10-29,12.0,E,nc,2009-10-29T00:00:00,0,0,1,1
2009-10-30,11.0,V,nc,2009-10-30T00:00:00,0,0,1,1
2009-10-31,8.0,V,nc,2009-10-31T00:00:00,0,0,1,1
2009-11-01,9.0,V,nc,2009-11-01T00:00:00,0,0,1,1
2009-11-02,8.0,V,nc,2009-11-02T00:00:00,0,0,1,1
2009-11-03,10.0,V,nc,2009-11-03T00:00:00,0,0,1,1
2009-11-04,8.0,V,nc,2009-11-04T00:00:00,0,0,1,1
2009-11-05,8.0,V,nc,2009-11-05T00:00:00,0,0,1,1
2009-11-06,13.0,V,nc,2009-11-06T00:00:00,0,0,1,1
2009-11-07,32.0,V,nc,2009-11-07T00:00:00,0,0,1,1
2009-11-08,40.0,V,nc,2009-11-08T00:00:00,0,0,1,1
2009-11-09,41.0,V,nc,2009-11-09T00:00:00,0,0,1,1
2009-11-10,45.0,V,nc,2009-11-10T00:00:00,0,0,1,1
2009-11-11,59.0,V,nc,2009-11-11T00:00:00,0,0,1,1
2009-11-12,58.0,V,nc,2009-11-12T00:00:00,0,0,1,1
2009-11-13,53.0,V,nc,2009-11-13T00:00:00,0,0,1,1
2009-11-14,56.0,V,nc,2009-11-14T00:00:00,0,0,1,1
2009-11-15,53.0,V,nc,2009-11-15T00:00:00,0,0,1,1
2009-11-16,55.0,V,nc,2009-11-16T00:00:00,0,0,1,1
2009-11-17,76.0,E,nc,2009-11-17T00:00:00,0,0,1,1
2009-11-18,86.0,E,nc,2009-11-18T00:00:00,0,0,1,1
2009-11-19,93.0,E,nc,2009-11-19T00:00:00,0,0,1,1
2009-11-20,101.0,V,nc,2009-11-20T00:00:00,0,0,1,1
2009-11-21,103.0,V,nc,2009-11-21T00:00:00,0,0,1,1
2009-11-22,107.0,V,nc,2009-11-22T00:00:00,0,0,1,1
2009-11-23,104.0,V,nc,2009-11-23T00:00:00,0,0,1,1
2009-11-24,100.0,V,nc,2009-11-24T00:00:00,0,0,1,1
2009-11-25,95.0,V,nc,2009-11-25T00:00:00,0,0,1,1
2009-11-26,89.0,V,nc,2009-11-26T00:00:00,0,0,1,1
2009-11-27,88.0,V,nc,2009-11-27T00:00:00,0,0,1,1
2009-11-28,85.0,V,nc,2009-11-28T00:00:00,0,0,1,1
2009-11-29,85.0,V,nc,2009-11-29T00:00:00,0,0,1,1
2009-11-30,83.0,V,nc,2009-11-30T00:00:00,0,0,1,1
2009-12-01,85.0,V,nc,2009-12-01T00:00:00,0,0,1,1
2009-12-02,84.0,V,nc,2009-12-02T00:00:00,0,0,1,1
2009-12-03,83.0,V,nc,2009-12-03T00:00:00,0,0,1,1
2009-12-04,80.0,V,nc,2009-12-04T00:00:00,0,0,1,1
2009-12-05,79.0,V,nc,2009-12-05T00:00:00,0,0,1,1
2009-12-06,78.0,V,nc,2009-12-06T00:00:00,0,0,1,1
2009-12-07,78.0,V,nc,2009-12-07T00:00:00,0,0,1,1
2009-12-08,77.0,V,nc,2009-12-08T00:00:00,0,0,1,1
2009-12-09,77.0,V,nc,2009-12-09T00:00:00,0,0,1,1
2009-12-10,76.0,V,nc,2009-12-10T00:00:00,0,0,1,1
2009-12-11,75.0,V,nc,2009-12-11T00:00:00,0,0,1,1
2009-12-12,75.0,V,nc,2009-12-12T00:00:00,0,0,1,1
2009-12-13,75.0,V,nc,2009-12-13T00:00:00,0,0,1,1
2009-12-14,77.0,V,nc,2009-12-14T00:00:00,0,0,1,1
2009-12-15,81.0,V,nc,2009-12-15T00:00:00,0,0,1,1
2009-12-16,85.0,V,nc,2009-12-16T00:00:00,0,0,1,1
2009-12-17,93.0,V,nc,2009-12-17T00:00:00,0,0,1,1
2009-12-18,89.0,V,nc,2009-12-18T00:00:00,0,0,1,1
2009-12-19,88.0,V,nc,2009-12-19T00:00:00,0,0,1,1
2009-12-20,87.0,V,nc,2009-12-20T00:00:00,0,0,1,1
2009-12-21,85.0,V,nc,2009-12-21T00:00:00,0,0,1,1
2009-12-22,91.0,V,nc,2009-12-22T00:00:00,0,0,1,1
2009-12-23,88.0,V,nc,2009-12-23T00:00:00,0,0,1,1
2009-12-24,89.0,V,nc,2009-12-24T00:00:00,0,0,1,1
2009-12-25,89.0,V,nc,2009-12-25T00:00:00,0,0,1,1
2009-12-26,87.0,V,nc,2009-12-26T00:00:00,0,0,1,1
2009-12-27,87.0,V,nc,2009-12-27T00:00:00,0,0,1,1
2009-12-28,87.0,V,nc,2009-12-28T00:00:00,0,0,1,1
2009-12-29,83.0,V,nc,2009-12-29T00:00:00,0,0,1,1
2009-12-30,83.0,V,nc,2009-12-30T00:00:00,0,0,1,1
2009-12-31,93.0,V,nc,2009-12-31T00:00:00,0,0,1,1
2010-01-01,93.0,V,nc,2010-01-01T00:00:00,0,0,1,1
2010-01-02,108.0,V,nc,2010-01-02T00:00:00,0,0,1,1
2010-01-03,110.0,V,nc,2010-01-03T00:00:00,0,0,1,1
2010-01-04,108.0,V,nc,2010-01-04T00:00:00,0,0,1,1
2010-01-05,112.0,V,nc,2010-01-05T00:00:00,0,0,1,1
2010-01-06,109.0,V,nc,2010-01-06T00:00:00,0,0,1,1
2010-01-07,107.0,V,nc,2010-01-07T00:00:00,0,0,1,1
2010-01-08,105.0,V,nc,2010-01-08T00:00:00,0,0,1,1
2010-01-09,103.0,V,nc,2010-01-09T00:00:00,0,0,1,1
2010-01-10,104.0,V,nc,2010-01-10T00:00:00,0,0,1,1
2010-01-11,102.0,V,nc,2010-01-11T00:00:00,0,0,1,1
2010-01-12,104.0,V,nc,2010-01-12T00:00:00,0,0,1,1
2010-01-13,104.0,E,nc,2010-01-13T00:00:00,0,0,1,1
2010-01-14,104.0,E,nc,2010-01-14T00:00:00,0,0,1,1
2010-01-15,112.0,E,nc,2010-01-15T00:00:00,0,0,1,1
2010-01-16,120.0,V,nc,2010-01-16T00:00:00,0,0,1,1
2010-01-17,116.0,V,nc,2010-01-17T00:00:00,0,0,1,1
2010-01-18,116.0,V,nc,2010-01-18T00:00:00,0,0,1,1
2010-01-19,118.0,V,nc,2010-01-19T00:00:00,0,0,1,1
2010-01-20,114.0,V,nc,2010-01-20T00:00:00,0,0,1,1
2010-01-21,112.0,V,nc,2010-01-21T00:00:00,0,0,1,1
2010-01-22,112.0,V,nc,2010-01-22T00:00:00,0,0,1,1
2010-01-23,111.0,V,nc,2010-01-23T00:00:00,0,0,1,1
2010-01-24,108.0,V,nc,2010-01-24T00:00:00,0,0,1,1
2010-01-25,111.0,V,nc,2010-01-25T00:00:00,0,0,1,1
2010-01-26,112.0,V,nc,2010-01-26T00:00:00,0,0,1,1
2010-01-27,111.0,V,nc,2010-01-27T00:00:00,0,0,1,1
2010-01-28,110.0,V,nc,2010-01-28T00:00:00,0,0,1,1
2010-01-29,108.0,V,nc,2010-01-29T00:00:00,0,0,1,1
2010-01-30,108.0,V,nc,2010-01-30T00:00:00,0,0,1,1
2010-01-31,109.0,E,nc,2010-01-31T00:00:00,0,0,1,1
2010-02-01,110.0,V,nc,2010-02-01T00:00:00,0,0,1,1
2010-02-02,109.0,V,nc,2010-02-02T00:00:00,0,0,1,1
2010-02-03,108.0,V,nc,2010-02-03T00:00:00,0,0,1,1
2010-02-04,108.0,E,nc,2010-02-04T00:00:00,0,0,1,1
2010-02-05,108.0,V,nc,2010-02-05T00:00:00,0,0,1,1
2010-02-06,108.0,V,nc,2010-02-06T00:00:00,0,0,1,1
2010-02-07,107.0,V,nc,2010-02-07T00:00:00,0,0,1,1
2010-02-08,107.0,V,nc,2010-02-08T00:00:00,0,0,1,1
2010-02-09,106.0,V,nc,2010-02-09T00:00:00,0,0,1,1
2010-02-10,105.0,V,nc,2010-02-10T00:00:00,0,0,1,1
2010-02-11,105.0,V,nc,2010-02-11T00:00:00,0,0,1,1
2010-02-12,110.0,E,nc,2010-02-12T00:00:00,0,0,1,1
2010-02-13,115.0,V,nc,2010-02-13T00:00:00,0,0,1,1
2010-02-14,115.0,V,nc,2010-02-14T00:00:00,0,0,1,1
2010-02-15,116.0,E,nc,2010-02-15T00:00:00,0,0,1,1
2010-02-16,118.0,V,nc,2010-02-16T00:00:00,0,0,1,1
2010-02-17,121.0,V,nc,2010-02-17T00:00:00,0,0,1,1
2010-02-18,120.0,V,nc,2010-02-18T00:00:00,0,0,1,1
2010-02-19,119.0,V,nc,2010-02-19T00:00:00,0,0,1,1
2010-02-20,117.0,V,nc,2010-02-20T00:00:00,0,0,1,1
2010-02-21,117.0,V,nc,2010-02-21T00:00:00,0,0,1,1
2010-02-22,116.0,V,nc,2010-02-22T00:00:00,0,0,1,1
2010-02-23,114.0,V,nc,2010-02-23T00:00:00,0,0,1,1
2010-02-24,114.0,V,nc,2010-02-24T00:00:00,0,0,1,1
2010-02-25,117.0,V,nc,2010-02-25T00:00:00,0,0,1,1
2010-02-26,117.0,V,nc,2010-02-26T00:00:00,0,0,1,1
2010-02-27,122.0,V,nc,2010-02-27T00:00:00,0,0,1,1
2010-02-28,119.0,V,nc,2010-02-28T00:00:00,0,0,1,1
2010-03-01,118.0,V,nc,2010-03-01T00:00:00,0,0,1,1
2010-03-02,117.0,V,nc,2010-03-02T00:00:00,0,0,1,1
2010-03-03,115.0,V,nc,2010-03-03T00:00:00,0,0,1,1
2010-03-04,118.0,V,nc,2010-03-04T00:00:00,0,0,1,1
2010-03-05,117.0,V,nc,2010-03-05T00:00:00,0,0,1,1
2010-03-06,115.0,V,nc,2010-03-06T00:00:00,0,0,1,1
2010-03-07,115.0,V,nc,2010-03-07T00:00:00,0,0,1,1
2010-03-08,118.0,V,nc,2010-03-08T00:00:00,0,0,1,1
2010-03-09,117.0,V,nc,2010-03-09T00:00:00,0,0,1,1
2010-03-10,116.0,V,nc,2010-03-10T00:00:00,0,0,1,1
2010-03-11,117.0,V,nc,2010-03-11T00:00:00,0,0,1,1
2010-03-12,133.0,V,nc,2010-03-12T00:00:00,0,0,1,1
2010-03-13,138.0,V,nc,2010-03-13T00:00:00,0,0,1,1
2010-03-14,134.0,V,nc,2010-03-14T00:00:00,0,0,1,1
2010-03-15,134.0,V,nc,2010-03-15T00:00:00,0,0,1,1
2010-03-16,129.0,V,nc,2010-03-16T00:00:00,0,0,1,1
2010-03-17,128.0,V,nc,2010-03-17T00:00:00,0,0,1,1
2010-03-18,132.0,V,nc,2010-03-18T00:00:00,0,0,1,1
2010-03-19,130.0,V,nc,2010-03-19T00:00:00,0,0,1,1
2010-03-20,128.0,V,nc,2010-03-20T00:00:00,0,0,1,1
2010-03-21,126.0,V,nc,2010-03-21T00:00:00,0,0,1,1
2010-03-22,130.0,V,nc,2010-03-22T00:00:00,0,0,1,1
2010-03-23,130.0,V,nc,2010-03-23T00:00:00,0,0,1,1
2010-03-24,128.0,V,nc,2010-03-24T00:00:00,0,0,1,1
2010-03-25,126.0,V,nc,2010-03-25T00:00:00,0,0,1,1
2010-03-26,127.0,V,nc,2010-03-26T00:00:00,0,0,1,1
2010-03-27,128.0,V,nc,2010-03-27T00:00:00,0,0,1,1
2010-03-28,126.0,V,nc,2010-03-28T00:00:00,0,0,1,1
2010-03-29,134.0,V,nc,2010-03-29T00:00:00,0,0,1,1
2010-03-30,152.0,V,nc,2010-03-30T00:00:00,0,0,1,1
2010-03-31,146.0,V,nc,2010-03-31T00:00:00,0,0,1,1
2010-04-01,142.0,V,nc,2010-04-01T00:00:00,0,0,1,1
2010-04-02,144.0,V,nc,2010-04-02T00:00:00,0,0,1,1
2010-04-03,155.0,V,nc,2010-04-03T00:00:00,0,0,1,1
2010-04-04,158.0,V,nc,2010-04-04T00:00:00,0,0,1,1
2010-04-05,153.0,V,nc,2010-04-05T00:00:00,0,0,1,1
2010-04-06,151.0,V,nc,2010-04-06T00:00:00,0,0,1,1
2010-04-07,150.0,V,nc,2010-04-07T00:00:00,0,0,1,1
2010-04-08,154.0,V,nc,2010-04-08T00:00:00,0,0,1,1
2010-04-09,163.0,V,nc,2010-04-09T00:00:00,0,0,1,1
2010-04-10,159.0,V,nc,2010-04-10T00:00:00,0,0,1,1
2010-04-11,156.0,V,nc,2010-04-11T00:00:00,0,0,1,1
2010-04-12,153.0,V,nc,2010-04-12T00:00:00,0,0,1,1
2010-04-13,154.0,V,nc,2010-04-13T00:00:00,0,0,1,1
2010-04-14,152.0,V,nc,2010-04-14T00:00:00,0,0,1,1
2010-04-15,147.0,V,nc,2010-04-15T00:00:00,0,0,1,1
2010-04-16,144.0,V,nc,2010-04-16T00:00:00,0,0,1,1
2010-04-17,142.0,V,nc,2010-04-17T00:00:00,0,0,1,1
2010-04-18,140.0,V,nc,2010-04-18T00:00:00,0,0,1,1
2010-04-19,137.0,V,nc,2010-04-19T00:00:00,0,0,1,1
2010-04-20,136.0,V,nc,2010-04-20T00:00:00,0,0,1,1
2010-04-21,133.0,V,nc,2010-04-21T00:00:00,0,0,1,1
2010-04-22,132.0,V,nc,2010-04-22T00:00:00,0,0,1,1
2010-04-23,133.0,V,nc,2010-04-23T00:00:00,0,0,1,1
2010-04-24,130.0,E,nc,2010-04-24T00:00:00,0,0,1,1
2010-04-25,130.0,E,nc,2010-04-25T00:00:00,0,0,1,1
2010-04-26,130.0,V,nc,2010-04-26T00:00:00,0,0,1,1
2010-04-27,134.0,V,nc,2010-04-27T00:00:00,0,0,1,1
2010-04-28,133.0,E,nc,2010-04-28T00:00:00,0,0,1,1
2010-04-29,133.0,V,nc,2010-04-29T00:00:00,0,0,1,1
2010-04-30,131.0,V,nc,2010-04-30T00:00:00,0,0,1,1
2010-05-01,133.0,V,nc,2010-05-01T00:00:00,0,0,1,1
2010-05-02,133.0,V,nc,2010-05-02T00:00:00,0,0,1,1
2010-05-03,133.0,V,nc,2010-05-03T00:00:00,0,0,1,1
2010-05-04,146.0,V,nc,2010-05-04T00:00:00,0,0,1,1
2010-05-05,140.0,V,nc,2010-05-05T00:00:00,0,0,1,1
2010-05-06,142.0,V,nc,2010-05-06T00:00:00,0,0,1,1
2010-05-07,140.0,V,nc,2010-05-07T00:00:00,0,0,1,1
2010-05-08,138.0,V,nc,2010-05-08T00:00:00,0,0,1,1
2010-05-09,137.0,V,nc,2010-05-09T00:00:00,0,0,1,1
2010-05-10,134.0,V,nc,2010-05-10T00:00:00,0,0,1,1
2010-05-11,133.0,V,nc,2010-05-11T00:00:00,0,0,1,1
2010-05-12,131.0,V,nc,2010-05-12T00:00:00,0,0,1,1
2010-05-13,130.0,V,nc,2010-05-13T00:00:00,0,0,1,1
2010-05-14,127.0,V,nc,2010-05-14T00:00:00,0,0,1,1
2010-05-15,124.0,V,nc,2010-05-15T00:00:00,0,0,1,1
2010-05-16,122.0,V,nc,2010-05-16T00:00:00,0,0,1,1
2010-05-17,120.0,V,nc,2010-05-17T00:00:00,0,0,1,1
2010-05-18,118.0,V,nc,2010-05-18T00:00:00,0,0,1,1
2010-05-19,117.0,V,nc,2010-05-19T00:00:00,0,0,1,1
2010-05-20,117.0,V,nc,2010-05-20T00:00:00,0,0,1,1
2010-05-21,120.0,V,nc,2010-05-21T00:00:00,0,0,1,1
2010-05-22,118.0,V,nc,2010-05-22T00:00:00,0,0,1,1
2010-05-23,118.0,V,nc,2010-05-23T00:00:00,0,0,1,1
2010-05-24,114.0,V,nc,2010-05-24T00:00:00,0,0,1,1
2010-05-25,117.0,V,nc,2010-05-25T00:00:00,0,0,1,1
2010-05-26,116.0,V,nc,2010-05-26T00:00:00,0,0,1,1
2010-05-27,113.0,V,nc,2010-05-27T00:00:00,0,0,1,1
2010-05-28,112.0,V,nc,2010-05-28T00:00:00,0,0,1,1
2010-05-29,111.0,V,nc,2010-05-29T00:00:00,0,0,1,1
2010-05-30,111.0,V,nc,2010-05-30T00:00:00,0,0,1,1
2010-05-31,109.0,V,nc,2010-05-31T00:00:00,0,0,1,1
2010-06-01,107.0,V,nc,2010-06-01T00:00:00,0,0,1,1
2010-06-02,105.0,V,nc,2010-06-02T00:00:00,0,0,1,1
2010-06-03,103.0,V,nc,2010-06-03T00:00:00,0,0,1,1
2010-06-04,101.0,V,nc,2010-06-04T00:00:00,0,0,1,1
2010-06-05,102.0,V,nc,2010-06-05T00:00:00,0,0,1,1
2010-06-06,99.0,V,nc,2010-06-06T00:00:00,0,0,1,1
2010-06-07,97.0,V,nc,2010-06-07T00:00:00,0,0,1,1
2010-06-08,94.0,V,nc,2010-06-08T00:00:00,0,0,1,1
2010-06-09,93.0,V,nc,2010-06-09T00:00:00,0,0,1,1
2010-06-10,92.0,V,nc,2010-06-10T00:00:00,0,0,1,1
2010-06-11,90.0,V,nc,2010-06-11T00:00:00,0,0,1,1
2010-06-12,87.0,V,nc,2010-06-12T00:00:00,0,0,1,1
2010-06-13,84.0,V,nc,2010-06-13T00:00:00,0,0,1,1
2010-06-14,83.0,V,nc,2010-06-14T00:00:00,0,0,1,1
2010-06-15,80.0,V,nc,2010-06-15T00:00:00,0,0,1,1
2010-06-16,80.0,V,nc,2010-06-16T00:00:00,0,0,1,1
2010-06-17,80.0,V,nc,2010-06-17T00:00:00,0,0,1,1
2010-06-18,79.0,V,nc,2010-06-18T00:00:00,0,0,1,1
2010-06-19,77.0,V,nc,2010-06-19T00:00:00,0,0,1,1
2010-06-20,74.0,V,nc,2010-06-20T00:00:00,0,0,1,1
2010-06-21,73.0,V,nc,2010-06-21T00:00:00,0,0,1,1
2010-06-22,70.0,V,nc,2010-06-22T00:00:00,0,0,1,1
2010-06-23,67.0,V,nc,2010-06-23T00:00:00,0,0,1,1
2010-06-24,65.0,V,nc,2010-06-24T00:00:00,0,0,1,1
2010-06-25,62.0,V,nc,2010-06-25T00:00:00,0,0,1,1
2010-06-26,59.0,V,nc,2010-06-26T00:00:00,0,0,1,1
2010-06-27,56.0,V,nc,2010-06-27T00:00:00,0,0,1,1
2010-06-28,52.0,V,nc,2010-06-28T00:00:00,0,0,1,1
2010-06-29,51.0,V,nc,2010-06-29T00:00:00,0,0,1,1
2010-06-30,46.0,V,nc,2010-06-30T00:00:00,0,0,1,1
2010-07-01,44.0,V,nc,2010-07-01T00:00:00,0,0,1,1
2010-07-02,47.0,V,nc,2010-07-02T00:00:00,0,0,1,1
2010-07-03,46.0,V,nc,2010-07-03T00:00:00,0,0,1,1
2010-07-04,44.0,V,nc,2010-07-04T00:00:00,0,0,1,1
2010-07-05,42.0,V,nc,2010-07-05T00:00:00,0,0,1,1
2010-07-06,41.0,V,nc,2010-07-06T00:00:00,0,0,1,1
2010-07-07,38.0,V,nc,2010-07-07T00:00:00,0,0,1,1
2010-07-08,36.0,V,nc,2010-07-08T00:00:00,0,0,1,1
2010-07-09,32.0,V,nc,2010-07-09T00:00:00,0,0,1,1
2010-07-10,27.0,V,nc,2010-07-10T00:00:00,0,0,1,1
2010-07-11,25.0,V,nc,2010-07-11T00:00:00,0,0,1,1
2010-07-12,18.0,V,nc,2010-07-12T00:00:00,0,0,1,1
2010-07-13,18.0,V,nc,2010-07-13T00:00:00,0,0,1,1
2010-07-14,18.0,V,nc,2010-07-14T00:00:00,0,0,1,1
2010-07-15,13.0,V,nc,2010-07-15T00:00:00,0,0,1,1
2010-07-16,10.0,V,nc,2010-07-16T00:00:00,0,0,1,1
2010-07-17,7.0,V,nc,2010-07-17T00:00:00,0,0,1,1
2010-07-18,5.0,V,nc,2010-07-18T00:00:00,0,0,1,1
2010-07-19,2.0,V,nc,2010-07-19T00:00:00,0,0,1,1
2010-07-20,2.0,V,nc,2010-07-20T00:00:00,0,0,1,1
2010-07-21,0.0,E,nc,2010-07-21T00:00:00,0,0,1,1
2010-07-22,0.0,E,nc,2010-07-22T00:00:00,0,0,1,1
2010-07-23,0.0,E,nc,2010-07-23T00:00:00,0,0,1,1
2010-07-24,0.0,E,nc,2010-07-24T00:00:00,0,0,1,1
2010-07-25,0.0,E,nc,2010-07-25T00:00:00,0,0,1,1
2010-07-26,0.0,E,nc,2010-07-26T00:00:00,0,0,1,1
2010-07-27,0.0,E,nc,2010-07-27T00:00:00,0,0,1,1
2010-07-28,0.0,E,nc,2010-07-28T00:00:00,0,0,1,1
2010-07-29,0.0,E,nc,2010-07-29T00:00:00,0,0,1,1
2010-07-30,0.0,E,nc,2010-07-30T00:00:00,0,0,1,1
2010-07-31,0.0,E,nc,2010-07-31T00:00:00,0,0,1,1
2010-08-01,0.0,E,nc,2010-08-01T00:00:00,0,0,1,1
2010-08-02,0.0,E,nc,2010-08-02T00:00:00,0,0,1,1
2010-08-03,0.0,E,nc,2010-08-03T00:00:00,0,0,1,1
2010-08-04,0.0,E,nc,2010-08-04T00:00:00,0,0,1,1
2010-08-05,0.0,E,nc,2010-08-05T00:00:00,0,0,1,1
2010-08-06,0.0,E,nc,2010-08-06T00:00:00,0,0,1,1
2010-08-07,0.0,E,nc,2010-08-07T00:00:00,0,0,1,1
2010-08-08,0.0,E,nc,2010-08-08T00:00:00,0,0,1,1
2010-08-09,0.0,E,nc,2010-08-09T00:00:00,0,0,1,1
2010-08-10,0.0,E,nc,2010-08-10T00:00:00,0,0,1,1
2010-08-11,0.0,E,nc,2010-08-11T00:00:00,0,0,1,1
2010-08-12,0.0,E,nc,2010-08-12T00:00:00,0,0,1,1
2010-08-13,0.0,E,nc,2010-08-13T00:00:00,0,0,1,1
2010-08-14,0.0,E,nc,2010-08-14T00:00:00,0,0,1,1
2010-08-15,0.0,E,nc,2010-08-15T00:00:00,0,0,1,1
2010-08-16,0.0,E,nc,2010-08-16T00:00:00,0,0,1,1
2010-08-17,0.0,E,nc,2010-08-17T00:00:00,0,0,1,1
2010-08-18,0.0,E,nc,2010-08-18T00:00:00,0,0,1,1
2010-08-19,0.0,E,nc,2010-08-19T00:00:00,0,0,1,1
2010-08-20,0.0,E,nc,2010-08-20T00:00:00,0,0,1,1
2010-08-21,0.0,E,nc,2010-08-21T00:00:00,0,0,1,1
2010-08-22,0.0,E,nc,2010-08-22T00:00:00,0,0,1,1
2010-08-23,0.0,E,nc,2010-08-23T00:00:00,0,0,1,1
2010-08-24,0.0,E,nc,2010-08-24T00:00:00,0,0,1,1
2010-08-25,0.0,E,nc,2010-08-25T00:00:00,0,0,1,1
2010-08-26,0.0,E,nc,2010-08-26T00:00:00,0,0,1,1
2010-08-27,0.0,E,nc,2010-08-27T00:00:00,0,0,1,1
2010-08-28,0.0,E,nc,2010-08-28T00:00:00,0,0,1,1
2010-08-29,0.0,E,nc,2010-08-29T00:00:00,0,0,1,1
2010-08-30,0.0,E,nc,2010-08-30T00:00:00,0,0,1,1
2010-08-31,0.0,E,nc,2010-08-31T00:00:00,0,0,1,1
2010-09-01,0.0,E,nc,2010-09-01T00:00:00,0,0,1,1
2010-09-02,0.0,E,nc,2010-09-02T00:00:00,0,0,1,1
2010-09-03,0.0,E,nc,2010-09-03T00:00:00,0,0,1,1
2010-09-04,0.0,E,nc,2010-09-04T00:00:00,0,0,1,1
2010-09-05,0.0,E,nc,2010-09-05T00:00:00,0,0,1,1
2010-09-06,0.0,E,nc,2010-09-06T00:00:00,0,0,1,1
2010-09-07,0.0,E,nc,2010-09-07T00:00:00,0,0,1,1
2010-09-08,0.0,E,nc,2010-09-08T00:00:00,0,0,1,1
2010-09-09,0.0,E,nc,2010-09-09T00:00:00,0,0,1,1
2010-09-10,0.0,E,nc,2010-09-10T00:00:00,0,0,1,1
2010-09-11,0.0,E,nc,2010-09-11T00:00:00,0,0,1,1
2010-09-12,0.0,E,nc,2010-09-12T00:00:00,0,0,1,1
2010-09-13,0.0,E,nc,2010-09-13T00:00:00,0,0,1,1
2010-09-14,0.0,E,nc,2010-09-14T00:00:00,0,0,1,1
2010-09-15,0.0,E,nc,2010-09-15T00:00:00,0,0,1,1
2010-09-16,0.0,E,nc,2010-09-16T00:00:00,0,0,1,1
2010-09-17,0.0,E,nc,2010-09-17T00:00:00,0,0,1,1
2010-09-18,0.0,E,nc,2010-09-18T00:00:00,0,0,1,1
2010-09-19,0.0,E,nc,2010-09-19T00:00:00,0,0,1,1
2010-09-20,0.0,E,nc,2010-09-20T00:00:00,0,0,1,1
2010-09-21,0.0,E,nc,2010-09-21T00:00:00,0,0,1,1
2010-09-22,0.0,E,nc,2010-09-22T00:00:00,0,0,1,1
2010-09-23,0.0,E,nc,2010-09-23T00:00:00,0,0,1,1
2010-09-24,0.0,E,nc,2010-09-24T00:00:00,0,0,1,1
2010-09-25,0.0,E,nc,2010-09-25T00:00:00,0,0,1,1
2010-09-26,0.0,E,nc,2010-09-26T00:00:00,0,0,1,1
2010-09-27,0.0,E,nc,2010-09-27T00:00:00,0,0,1,1
